customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4929-XIHVW,1,1,1,0,-1.2367242199587352,1,0,1,0,0,2,0,2,2,0,1,1,1.0216165451832002,-0.9256389565446128,No
6827-IEAUQ,0,0,1,1,-0.21871512695797646,1,0,0,2,2,2,2,0,0,1,0,3,0.046141706085686136,-0.1788045119147496,No
7310-EGVHZ,1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,0,-1.481049737066981,-0.9968679387548512,No
3413-BMNZE,1,1,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,0,-0.6484894399837535,-0.9858163066435692,No
6234-RAAPL,0,0,1,1,1.6137012404433893,1,2,1,2,2,0,2,2,0,2,0,0,1.1678546811978192,2.193546337202649,No
6047-YHPVI,1,0,0,0,-1.1145631287986442,1,0,1,0,0,0,0,0,0,0,1,2,0.16412929309748078,-0.8659689668020626,Yes
6572-ADKRS,0,0,0,0,0.5549717837226001,1,0,1,0,0,2,0,0,0,0,1,1,0.33363258711442517,0.5596695164073775,No
5380-WJKOV,1,0,0,0,0.06632741908223598,1,2,1,0,2,2,0,2,2,0,1,2,1.3822264942192488,0.5600886401800608,Yes
8168-UQWWF,0,0,0,0,-0.8702409464784621,1,2,1,0,0,2,0,2,2,0,1,0,1.099721004191008,-0.5180962354748845,Yes
8865-TNMNX,1,0,1,1,-0.9109613101984924,1,0,0,0,2,0,0,0,0,1,0,3,-0.5055748979694671,-0.7959091193261516,No
9489-DEDVP,0,0,1,1,1.5322605130033284,1,2,0,2,2,0,0,2,0,2,1,1,0.14751132309581955,1.1438177597983101,No
9867-JCZSP,0,0,1,1,-0.62591876415828,1,0,2,1,1,1,1,1,1,1,0,3,-1.462769970065154,-0.8212550780005288,No
4671-VJLCL,0,0,0,0,1.247217966963116,1,2,0,2,2,2,2,2,0,2,1,1,0.5014740841312035,1.1390088659854167,No
4080-IIARD,0,0,1,0,-0.7888002190384014,1,2,0,2,2,0,2,2,0,0,1,2,0.3801629031190768,-0.5727808582370959,No
3714-NTNFO,0,0,0,0,0.6771328748826912,1,2,1,0,0,0,0,0,2,0,1,2,0.6560212051466532,0.7177894744386527,No
5948-UJZLF,1,0,0,0,-1.2367242199587352,1,0,0,0,2,0,0,0,0,0,0,3,-0.5155456799704636,-0.9629850906052922,No
7760-OYPDY,0,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,2,0,0,1,2,0.5280628361338618,-0.9421833159926397,Yes
7639-LIAYI,1,0,0,0,0.7992939660427822,1,2,0,2,0,0,2,2,2,2,1,1,0.4981504901308714,0.8550414804194837,No
2954-PIBKO,0,0,1,1,1.4915401492832983,1,2,0,2,0,2,2,0,0,2,1,1,-0.020330173920958795,0.8710564203651738,No
8012-SOUDQ,0,1,0,0,0.43281069256250915,1,2,1,0,2,0,0,2,0,0,1,2,0.8471278601657574,0.6878110951188281,No
9420-LOJKX,0,0,0,0,-0.7073594915983407,1,0,1,2,2,0,0,2,2,0,1,1,1.141265929195161,-0.37647651859977455,Yes
6575-SUVOI,0,1,1,0,-0.30015585439803716,1,2,0,2,0,0,2,2,0,0,1,1,0.1574821050968162,-0.23254059140194083,No
7495-OOKFY,0,1,1,0,-0.9924020376385531,1,2,1,0,2,0,0,0,0,0,1,1,0.5280628361338618,-0.7263786913525774,Yes
4667-QONEA,0,1,1,1,1.125056875803025,1,0,0,2,2,2,2,0,2,1,1,1,0.33529438411459117,0.9602856656548654,No
1658-BYGOY,1,1,0,0,-0.5851984004382496,1,2,1,0,0,0,0,2,2,0,1,2,1.0199547481830342,-0.2325847096938023,Yes
8769-KKTPH,0,0,1,1,1.247217966963116,1,2,1,2,0,0,0,2,2,1,1,1,1.1595456961969886,1.778613802246135,No
5067-XJQFU,1,1,1,1,1.369379058123207,1,2,1,0,2,2,2,2,2,1,1,2,1.4520219682262263,2.1161849124236753,No
3957-SQXML,0,0,1,1,0.06632741908223598,1,2,2,1,1,1,1,1,1,2,0,1,-1.3231790220511994,-0.6112299495943104,No
5954-BDFSG,0,0,0,0,1.6137012404433893,1,2,1,0,0,2,2,2,2,2,1,1,1.42044782522307,2.459138454208307,No
0434-CSFON,0,0,1,0,0.5956921474426305,1,2,1,0,0,2,0,2,2,0,1,2,1.1877962451998125,1.0709122824973383,No
1215-FIGMP,1,0,0,0,1.125056875803025,1,2,1,0,2,0,0,2,0,0,1,0,0.8354952811645946,1.3989759007787455,No
0526-SXDJP,1,0,1,0,1.6137012404433893,0,1,0,2,2,2,0,0,0,2,0,0,-0.7531826509942192,0.3010039712239601,No
0557-ASKVU,0,0,1,1,-0.5851984004382496,1,0,0,0,0,2,2,0,0,1,1,1,-0.34438058895335305,-0.5835236623053481,No
5698-BQJOH,0,0,0,0,-0.9516816739185228,1,2,1,0,0,0,0,2,2,0,0,2,0.9850570111795457,-0.6275757767289609,Yes
5122-CYFXA,0,0,0,0,-1.1960038562387048,1,0,0,0,2,0,2,2,2,0,1,2,0.3502505571160864,-0.8980870832771656,No
8627-ZYGSZ,1,0,1,0,0.5956921474426305,1,2,1,0,2,0,0,0,0,1,1,2,0.46989994112804756,0.6046922332519411,No
3410-YOQBQ,0,0,0,0,-0.055833672077855064,1,0,0,0,2,2,2,2,2,2,0,3,0.47987072312904416,0.09594215065214973,No
3170-NMYVV,0,0,1,1,0.7178532386027215,1,0,2,1,1,1,1,1,1,2,0,0,-1.4827115340671475,-0.5950826547730361,No
7410-OIEDU,1,0,0,0,-0.9109613101984924,1,0,1,2,0,2,0,0,0,0,1,3,0.5014740841312035,-0.614296170878678,No
2273-QCKXA,1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,2,0,0,0,0,3,-0.5221928679711283,-0.9841398115528358,No
0731-EBJQB,0,0,1,1,0.7992939660427822,1,0,2,1,1,1,1,1,1,1,1,2,-1.4744025490663168,-0.5246036835244418,No
1891-QRQSA,1,1,1,1,1.2879383306831464,1,2,1,2,0,2,2,2,2,2,1,0,1.5567151792366918,2.1261777055302837,No
8028-PNXHQ,1,0,1,1,1.2064976032430856,1,2,2,1,1,1,1,1,1,2,1,0,-1.3464441800535252,-0.3772706478532799,No
5630-AHZIL,0,0,0,1,-1.1960038562387048,1,0,0,2,0,0,2,0,2,0,1,0,-0.00869759491979612,-0.9275139839487225,No
2673-CXQEU,0,1,0,0,0.9621754209229036,1,2,1,2,2,2,0,2,2,1,0,2,1.5201556452330371,1.702862695120103,No
6416-JNVRK,0,0,0,0,0.5549717837226001,1,0,0,0,0,0,0,0,2,1,0,1,-0.3028356639492,0.18049485700453238,No
5590-ZSKRV,0,0,1,1,-0.9924020376385531,1,0,0,2,2,0,0,0,0,0,0,3,-0.33607160395252245,-0.7930193712092296,No
0191-ZHSKZ,1,1,0,0,-0.0965540357978854,1,0,0,2,2,0,0,2,2,0,1,2,0.3319707901142591,-0.07431033764101187,No
3887-PBQAO,0,0,1,1,0.5142514200025698,1,2,2,1,1,1,1,1,1,1,1,1,-1.2916048790480432,-0.4690366949250022,No
5919-TMRGD,0,0,0,1,-1.2774445836787656,1,0,1,0,0,0,0,2,0,0,1,2,0.48485611412954227,-0.9707719691188302,Yes
8108-UXRQN,0,0,1,1,-0.8702409464784621,0,1,0,2,0,0,0,2,2,0,0,2,-0.47233895796614456,-0.7563570706724021,No
9191-MYQKX,0,0,1,0,-1.0331224013585834,1,0,1,0,0,2,0,0,0,0,1,0,0.34526516611558833,-0.7865560414515337,Yes
9919-YLNNG,0,0,0,0,0.3920903288424788,1,0,1,0,2,2,2,2,2,0,1,0,1.2974748472107767,0.9034392465914449,No
0318-ZOPWS,0,0,1,0,0.6771328748826912,1,0,2,1,1,1,1,1,1,2,1,0,-1.4827115340671475,-0.5763544398778698,No
4445-ZJNMU,1,0,0,0,-0.9516816739185228,1,2,1,0,2,0,0,2,2,0,1,1,1.1479131171958254,-0.6004430272341968,No
4808-YNLEU,0,0,1,0,0.10704778280226633,1,0,0,2,0,0,0,2,0,1,1,0,-0.08680205392760396,-0.028361136667358768,No
1862-QRWPE,0,0,1,1,0.6364125111626608,1,0,2,1,1,1,1,1,1,2,0,0,-1.4660935640654862,-0.5394494887358046,No
2796-NNUFI,0,0,1,1,0.5549717837226001,1,0,2,1,1,1,1,1,1,2,1,3,-1.4893587220678117,-0.5967591498637697,No
3016-KSVCP,1,0,1,0,-0.13727439951791576,0,1,0,0,0,0,0,2,0,0,0,3,-1.0307027500219619,-0.5605159730996254,No
4767-HZZHQ,1,0,1,1,-0.0965540357978854,1,0,1,0,2,2,0,0,0,0,0,0,0.574593152138513,0.12814850371097536,No
2424-WVHPL,1,1,0,0,-1.2774445836787656,1,0,1,0,0,0,2,0,0,0,0,2,0.3303089931140931,-0.9728234696903856,No
7233-PAHHL,1,0,1,1,1.369379058123207,1,2,0,2,0,2,2,2,2,2,1,3,0.6394032351449919,1.5152496589794784,No
6067-NGCEU,0,0,0,0,1.3286586944031769,1,2,1,2,2,2,0,2,2,0,1,1,1.5384354122348645,2.1297071688791958,No
9848-JQJTX,1,0,0,0,1.6137012404433893,1,2,1,0,2,2,0,2,2,2,1,0,1.2010906212011416,2.2850256153772723,No
8637-XJIVR,0,0,0,0,-0.8295205827584317,1,2,1,2,0,0,0,0,0,0,1,2,0.47156173812821356,-0.5966488541341161,Yes
9803-FTJCG,1,0,1,1,1.5729808767233588,1,2,0,2,2,0,2,0,0,1,1,1,0.06940686408801149,1.0892654919116826,No
0278-YXOOG,1,0,0,0,-1.1145631287986442,1,0,2,1,1,1,1,1,1,0,0,3,-1.4527991880641573,-0.9555511584266455,Yes
3212-KXOCR,1,0,0,0,0.7992939660427822,1,0,2,1,1,1,1,1,1,2,0,0,-1.4544609850643233,-0.5173021062213792,No
4598-XLKNJ,0,1,1,0,-0.30015585439803716,1,0,1,0,2,2,0,2,2,0,1,2,1.1213243651931677,0.10357461514417286,Yes
6380-ARCEH,1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.481049737066981,-0.9968679387548512,No
3679-XASPY,0,0,1,1,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,2,-1.505976692069473,-0.9971988259438118,No
7123-WQUHX,1,0,0,0,0.22920887396235737,1,2,1,0,0,2,2,2,0,1,0,0,1.0049985751815391,0.5849492976439624,No
5386-THSLQ,0,1,1,0,1.369379058123207,0,1,0,0,2,2,0,2,0,1,0,0,-0.6385186579827569,0.3297911566635268,No
3192-NQECA,1,0,1,0,1.4508197855632678,1,2,1,0,2,2,2,2,2,2,1,0,1.503537675231376,2.352438365341499,Yes
6180-YBIQI,1,0,0,0,-1.1145631287986442,0,1,0,0,0,0,0,0,0,0,0,3,-1.3447823830533592,-0.9615733052657274,No
6728-DKUCO,0,0,1,1,1.6137012404433893,1,2,1,2,2,0,0,2,2,1,1,2,1.3091074262119398,2.2162010800734806,No
9750-BOOHV,0,0,0,0,-0.015113308357824713,0,1,0,2,0,0,0,0,0,1,0,3,-1.150352134033923,-0.5965164992585318,No
8597-CWYHH,1,0,0,0,0.43281069256250915,1,2,1,0,0,0,0,2,2,1,0,3,0.9833952141793793,0.7242307450504181,No
2848-YXSMW,1,0,1,1,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,1,-1.5076384890696393,-0.4043372199102518,No
0486-HECZI,1,0,1,0,0.9214550572028734,1,2,1,2,2,0,0,2,0,0,1,2,1.0631614701873533,1.3055333586162896,Yes
4549-ZDQYY,0,0,0,0,0.7992939660427822,1,0,0,2,0,2,2,0,0,1,0,1,-0.22639300194155818,0.3364089004427376,No
5712-AHQNN,0,0,0,0,0.43281069256250915,1,0,1,0,2,2,0,2,0,0,1,2,0.893658176170409,0.7387015447809587,No
4846-WHAFZ,0,1,1,0,0.18848851024232702,1,2,1,0,0,0,0,0,0,0,1,2,0.39013368512007346,0.25959895431203156,Yes
5256-SKJGO,0,0,1,1,1.2879383306831464,0,1,0,0,2,0,2,2,2,2,1,2,-0.33773340095268845,0.504609888164344,No
3071-VBYPO,1,0,1,1,-1.1960038562387048,1,0,1,2,2,0,0,2,0,0,0,2,0.8338334841644282,-0.8961899967271251,No
9560-BBZXK,0,0,0,0,0.14776814652229667,0,1,0,2,0,0,0,0,0,2,0,0,-1.1204397880309327,-0.5088534533299203,No
5299-RULOA,0,0,1,1,-0.9109613101984924,1,2,1,2,0,0,0,2,2,0,1,2,1.1794872601989819,-0.536074439408407,Yes
8402-OOOHJ,0,0,0,0,0.35136996512244845,1,0,2,1,1,1,1,1,1,2,0,3,-1.4660935640654862,-0.6373259192303314,No
9445-ZUEQE,1,0,1,1,-0.21871512695797646,1,2,1,0,2,0,2,0,0,0,1,1,0.6792863631489789,-0.056530666020865795,No
1091-SOZGA,0,0,1,1,0.9621754209229036,1,2,1,0,0,2,0,2,2,1,1,1,1.1645310871974868,1.4275424947590052,No
2928-HLDBA,0,0,0,0,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,3,-1.46443176706532,-0.9560364596371209,No
0404-SWRVG,1,0,0,0,-1.1960038562387048,1,2,1,0,0,0,0,0,0,0,1,2,0.32033821111309646,-0.9045062947429998,Yes
6497-TILVL,0,0,1,1,-1.0331224013585834,1,0,0,2,0,0,0,0,0,0,0,3,-0.467353566965646,-0.8512113981744227,No
7219-TLZHO,0,0,1,1,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,3,-1.4594463760648215,-0.9780294281300312,No
4622-YNKIJ,1,0,0,0,0.025607055362205634,1,0,1,2,0,0,2,2,0,2,1,2,0.8039211381614382,0.3299676298309725,No
4412-YLTKF,0,1,0,0,-0.21871512695797646,1,2,1,0,0,2,0,0,0,0,1,2,0.44164939212522314,-0.06363371101055196,Yes
6734-PSBAW,1,0,1,0,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,1,0,-1.3697093380558512,-0.24520254116616408,No
3930-ZGWVE,1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4960059100684764,-0.9970664710682275,No
2639-UGMAZ,1,1,0,0,1.5729808767233588,0,1,0,2,2,0,0,2,2,1,1,2,-0.2762469119465419,0.7524885109876478,No
2876-GZYZC,0,0,0,0,-0.7888002190384014,1,2,1,0,0,0,0,0,2,0,1,2,0.7042133181514708,-0.4694558186976855,No
6207-WIOLX,0,0,1,1,-0.30015585439803716,0,1,0,2,2,2,0,2,2,0,1,1,-0.2047896409393986,-0.34283632105545325,Yes
8587-XYZSF,1,0,0,0,1.4100994218432374,1,0,0,0,0,0,2,0,0,2,0,0,-0.47233895796614456,0.4325205992628083,No
3091-FYHKI,1,0,0,0,-1.2774445836787656,0,1,0,0,0,0,0,0,2,0,1,2,-0.9742016520163136,-0.990139899245987,Yes
2372-HWUHI,1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,0,2,-0.6784017859867437,-0.9699337215734635,Yes
7799-LGRDP,0,0,0,0,0.43281069256250915,1,2,2,1,1,1,1,1,1,2,1,1,-1.2982520670487077,-0.4815662898136412,No
7850-VWJUU,0,0,0,0,-0.38159658183809786,1,0,1,2,0,0,0,0,0,0,1,0,0.3402797751150897,-0.22113601295576768,No
3774-VBNXY,0,0,1,1,1.2879383306831464,1,0,2,1,1,1,1,1,1,2,0,3,-1.481049737066981,-0.44205835945175304,No
6217-KDYWC,1,0,0,1,1.002895784642934,1,0,2,1,1,1,1,1,1,2,1,3,-1.5009913010689746,-0.4893531683271792,No
0390-DCFDQ,0,1,1,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,3,0.18905624809997262,-0.9746984970944953,Yes
3146-MSEGF,0,1,1,1,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,1,0.7740087921584478,1.829107187281513,No
4080-OGPJL,0,0,0,0,-0.9924020376385531,1,2,0,2,0,0,2,0,2,0,0,2,0.21232140610229844,-0.7571070816340459,Yes
1095-WGNGG,0,0,1,0,1.1657772395230555,1,2,1,0,2,0,0,2,2,2,1,0,1.2060760122016398,1.628633669063289,No
2636-SJDOU,1,0,0,0,1.2879383306831464,1,2,1,2,2,0,0,0,0,1,1,1,0.6493740171459885,1.3276586819847844,No
1131-QQZEB,1,1,1,0,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,0,0,-1.3564149620545218,-0.23097439204086098,No
5716-EZXZN,0,0,1,1,1.3286586944031769,1,2,1,2,2,0,2,2,0,2,1,1,1.1396041321949948,1.8251586001599174,No
6837-BJYDQ,1,0,0,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,1,0,3,-1.5009913010689746,-0.9787132616538832,No
2135-RXIHG,1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,2,-0.6351950639824246,-0.9856398334761236,Yes
6440-DKQGE,1,0,0,1,-0.0965540357978854,1,0,0,0,2,2,0,2,0,1,0,1,-0.00869759491979612,-0.15431885993166986,No
3466-BYAVD,1,0,1,1,-0.7073594915983407,1,0,0,0,2,2,2,0,2,0,1,3,0.1574821050968162,-0.5330964547077621,No
3780-YVMFA,0,0,1,1,-0.9924020376385531,1,0,0,0,0,0,2,2,2,0,1,2,0.12590796209365976,-0.7567982535910162,No
3874-EQOEP,1,0,0,0,-1.0331224013585834,1,2,1,0,0,0,0,2,2,0,0,3,1.0049985751815391,-0.7165844305593455,Yes
1679-JRFBR,0,0,1,1,1.5322605130033284,1,2,1,2,2,2,0,2,2,1,1,1,1.4420511862252297,2.493043361503797,No
9073-ZZIAY,1,0,1,1,1.2064976032430856,1,0,0,2,2,2,2,2,2,2,0,2,0.7091987091519689,1.2950993825910675,No
3077-RSNTJ,0,0,1,1,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,3,-1.4976677070686424,-0.9557055724481603,No
6551-GNYDG,0,0,1,1,-0.748079855318371,1,0,1,0,0,0,0,0,2,0,1,0,0.5363718211346925,-0.49718416513257857,No
9167-APMXZ,0,0,0,0,-0.4223169455581282,1,2,1,0,0,0,0,2,0,0,1,0,0.6443886261454905,-0.20196661514198722,No
2749-CTKAJ,1,0,1,1,-0.4223169455581282,1,0,2,1,1,1,1,1,1,1,0,3,-1.4827115340671475,-0.8205271261848155,No
6371-NZYEG,1,0,1,1,-0.6666391278783103,1,0,0,2,0,2,0,2,0,2,0,3,-0.017006579920626735,-0.5540085250500681,No
7554-NEWDD,1,0,0,0,-0.9109613101984924,1,2,2,1,1,1,1,1,1,2,0,0,-1.2982520670487077,-0.8947782113875602,No
8992-VONJD,0,0,0,1,-0.7888002190384014,1,0,0,2,2,0,0,0,0,0,1,2,-0.29120308494803704,-0.6684734332844834,No
0867-MKZVY,0,0,1,0,-0.5037576729981889,1,2,1,2,0,0,0,0,0,0,0,2,0.5862257311396761,-0.30326221325577307,Yes
4482-EWFMI,0,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0,1,2,0.16412929309748078,-0.9461319031142356,No
4648-YPBTM,1,0,0,0,0.8400143297628127,1,2,0,0,2,2,2,0,2,2,1,0,0.30372024111143525,0.7405324538932071,No
2907-ILJBN,0,0,1,1,-0.8702409464784621,1,0,2,1,1,1,1,1,1,1,0,3,-1.4677553610656522,-0.9025871490470287,No
6345-FZOQH,1,0,1,0,1.4915401492832983,1,0,2,1,1,1,1,1,1,2,0,3,-1.491020519067978,-0.404248983326529,No
3376-BMGFE,0,0,0,0,-1.1552834925186746,1,0,1,0,0,0,0,0,0,0,1,0,0.20401242110146783,-0.8853368969292195,Yes
5997-OPVFA,1,0,1,0,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,0,0.8072447321617703,1.7535766716147878,No
3445-HXXGF,1,1,1,0,1.0436161483629645,0,1,0,0,2,2,0,0,2,0,1,2,-0.6468276429835875,0.16388432011871337,Yes
1159-WFSGR,0,0,1,1,-0.6666391278783103,1,0,2,1,1,1,1,1,1,0,0,2,-1.4744025490663168,-0.8639836436682994,No
7654-YWJUF,1,0,1,0,0.43281069256250915,1,0,1,2,0,2,2,0,0,1,1,0,0.6477122201458225,0.5556768109939203,No
1875-QIVME,0,0,1,0,-1.2367242199587352,1,2,1,0,0,2,2,2,2,0,1,2,1.3174164112127704,-0.8986606210713638,Yes
6727-IOTLZ,1,0,1,0,-0.748079855318371,1,0,0,0,2,2,2,2,2,2,0,3,0.5712695581381809,-0.48441191963870184,No
0691-JVSYA,0,0,1,0,0.8400143297628127,1,0,1,0,0,2,0,2,2,1,1,0,1.0000131841810405,1.200222995943116,Yes
5918-VUKWP,0,0,0,0,-0.015113308357824713,1,0,2,1,1,1,1,1,1,1,0,0,-1.4694171580658184,-0.7170035543320288,No
1744-JHKYS,0,0,1,0,0.06632741908223598,1,2,2,1,1,1,1,1,1,0,0,2,-1.33148800705203,-0.6615689206081734,No
2656-FMOKZ,0,1,0,0,-0.7073594915983407,1,2,1,0,0,0,0,0,0,0,1,3,0.32200000811326246,-0.5003165638547383,Yes
2070-FNEXE,0,1,0,0,-1.0331224013585834,1,0,1,2,0,0,0,0,0,0,0,0,0.3884718881199074,-0.7836001158968197,Yes
5947-SGKCL,0,0,1,1,-0.7073594915983407,1,2,1,0,2,2,0,2,2,0,1,0,1.3489905542159264,-0.31786536786189806,No
3712-PKXZA,1,0,1,0,1.1657772395230555,1,0,2,1,1,1,1,1,1,1,1,1,-1.4694171580658184,-0.45341881960606484,No
6317-YPKDH,0,0,0,0,-1.2774445836787656,0,1,0,0,2,0,0,0,0,0,0,0,-1.156999322034587,-0.9925664052983643,Yes
6582-OIVSP,0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,3,-0.6468276429835875,-0.9857942474976384,No
9367-WXLCH,1,0,0,0,-0.9924020376385531,1,2,1,0,0,0,0,0,2,0,0,0,0.6560212051466532,-0.713429972691255,Yes
5524-KHNJP,1,0,1,1,0.025607055362205634,1,0,0,2,0,2,0,2,2,1,0,1,0.3319707901142591,0.0765742205249931,No
1918-ZBFQJ,0,0,0,0,-0.7888002190384014,1,0,1,0,2,2,0,0,0,0,1,2,0.4815325201292102,-0.5153388422335466,Yes
1024-GUALD,0,0,1,0,-1.2774445836787656,0,1,0,0,0,0,0,0,0,0,1,2,-1.328164413051698,-0.9948384973292265,Yes
4827-USJHP,1,0,0,0,-0.5037576729981889,1,0,0,0,2,0,0,0,0,0,1,3,-0.4307940329619915,-0.5540747024878603,No
8167-GJLRN,1,0,0,0,-1.1960038562387048,0,1,0,0,0,0,2,0,0,0,0,2,-1.1420431490330922,-0.9695366569467108,No
0956-SYCWG,0,0,0,0,-0.7888002190384014,1,0,2,1,1,1,1,1,1,1,0,2,-1.4993295040688086,-0.8977782552341357,No
8017-UVSZU,0,0,1,0,0.3106496014024181,1,2,0,0,2,0,0,0,0,0,0,1,-0.27126152094604356,0.043838447963830504,No
