customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
8559-CIZFV,1,0,1,1,-0.46303730927815856,1,2,0,2,2,0,2,2,0,1,0,3,0.4233696251233959,-0.2888575909630243
2506-CLAKW,0,0,0,0,-1.0738427650786138,1,0,1,2,2,2,2,0,2,0,1,0,1.109691786192005,-0.7554305865433125
8591-TKMZH,1,0,1,1,1.0843365120829946,1,2,1,2,2,0,2,2,2,2,1,3,1.5400972092350305,1.8862624343879633
4925-LMHOK,1,0,0,0,-0.7073594915983407,1,2,0,0,2,0,2,0,0,0,1,1,-0.2047896409393986,-0.5912002450892325
4971-PUYQO,0,0,0,0,-0.21871512695797646,1,2,1,0,0,0,0,2,2,0,1,3,0.9900424021800438,0.19626714634498466
0186-CAERR,1,0,0,0,1.5729808767233588,1,2,1,2,2,2,2,2,2,1,1,0,1.7129240972523074,2.660251687658521
6233-HXJMX,0,0,0,0,0.5142514200025698,1,2,1,0,0,2,0,0,2,0,1,1,0.8155537171626008,0.8437251385570331
9367-OIUXP,1,0,0,0,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,3,-1.46443176706532,-0.9735514215060986
4588-YBNIB,0,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,1,3,-1.5009913010689746,-0.9971326485060197
6467-CHFZW,1,0,1,1,0.5956921474426305,1,2,1,0,2,0,0,2,2,0,1,2,1.1495749141959914,1.0894640242250588
8148-BPLZQ,1,0,0,0,0.06632741908223598,1,0,0,0,2,0,0,0,0,0,1,2,-0.4972659129686364,-0.24068041625037007
0557-ASKVU,0,0,1,1,-0.5851984004382496,1,0,0,0,0,2,2,0,0,1,1,1,-0.34438058895335305,-0.5835236623053481
3354-OADJP,0,0,0,0,-0.9924020376385531,1,0,0,2,0,0,2,0,0,1,0,0,-0.3493659799538514,-0.8082401819014143
2259-OUUSZ,1,0,0,0,-1.0331224013585834,0,1,0,0,0,2,2,0,0,1,1,1,-0.9725398550161476,-0.895682636370719
4919-IKATY,1,0,1,1,-1.1145631287986442,1,2,1,2,0,2,0,0,0,0,1,2,0.6560212051466532,-0.80559308438973
4328-VUFWD,0,0,0,0,0.26992923768238775,1,0,0,0,0,0,2,0,2,1,0,2,-0.18152448293707302,-0.03114058905462716
8681-ICONS,1,0,1,1,-0.13727439951791576,1,0,2,1,1,1,1,1,1,0,1,3,-1.4660935640654862,-0.7168711994564446
2232-DMLXU,0,0,1,0,-1.2774445836787656,1,0,0,0,0,0,0,2,0,0,0,3,-0.31779183695069496,-0.9814265366033595
6447-GORXK,1,0,0,1,-0.055833672077855064,0,1,0,0,0,0,0,0,0,0,0,1,-1.3215172250510334,-0.657598274340647
1777-JYQPJ,1,0,0,0,-1.2367242199587352,0,1,0,0,0,0,0,0,0,0,0,3,-1.3447823830533592,-0.9888163504901449
6685-GBWJZ,1,0,1,0,1.247217966963116,1,0,0,2,2,0,2,2,0,1,0,1,0.2006888271011353,0.9569547346193292
3955-JBZZM,1,0,0,0,-0.5037576729981889,1,0,1,0,0,0,0,2,0,0,0,2,0.466576347127715,-0.28166630938961534
5197-LQXXH,0,0,1,0,1.5729808767233588,1,2,0,0,2,2,2,2,2,2,1,1,0.6161380771426661,1.5947728800596608
5993-JSUWV,0,0,0,0,1.369379058123207,1,0,0,2,2,2,0,0,0,2,1,0,-0.12003799393092641,0.7666504826751588
2219-MVUSO,1,0,0,0,-0.9924020376385531,1,0,0,0,0,0,0,0,0,0,1,3,-0.6518130339840859,-0.8123652421904556
3158-MOERK,0,0,0,0,-1.2367242199587352,1,2,1,0,0,0,0,2,2,0,1,2,1.0382345151848615,-0.9286610595371191
3594-KADLU,1,0,1,0,-1.1960038562387048,0,1,0,2,0,0,2,0,0,0,0,3,-0.9858342310174765,-0.9611762406389747
0932-YIXYU,0,0,0,0,0.5956921474426305,1,0,2,1,1,1,1,1,1,2,0,1,-1.479387940066815,-0.5514496641221067
8348-HFYIV,1,0,0,0,-1.2367242199587352,0,1,0,0,0,2,0,2,2,0,1,2,-0.5155456799704636,-0.9659189570140757
8687-BAFGU,1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,2,0,0,0,0,2,0.3070438351117673,-0.9731322977334154
7353-YOWFP,0,0,0,0,-1.0331224013585834,1,0,2,1,1,1,1,1,1,1,0,3,-1.479387940066815,-0.9488010597718505
6837-HAEVO,1,0,1,1,1.4915401492832983,1,2,1,0,2,2,0,2,2,2,1,2,1.3373579752147637,2.213862810604826
6734-GMPVK,1,0,0,0,-1.1145631287986442,1,2,1,0,2,2,0,2,2,0,0,2,1.3473287572157604,-0.7628645187219593
7602-DBTOU,0,0,1,0,1.5729808767233588,1,0,2,1,1,1,1,1,1,2,0,3,-1.5009913010689746,-0.38084422949405367
9894-EZEWG,0,0,0,0,-1.2774445836787656,1,0,1,0,2,0,0,0,0,0,1,1,0.3170146171127639,-0.9729999428578311
1670-SVOWZ,0,0,1,1,-0.748079855318371,1,0,1,0,2,0,2,0,2,0,1,1,0.827186296163764,-0.47267645400356817
9142-XMYJH,0,0,0,0,-0.13727439951791576,1,0,2,1,1,1,1,1,1,0,0,1,-1.5093002860698053,-0.7403641898726427
5893-PYOLZ,1,0,0,0,0.9621754209229036,1,0,0,0,2,2,2,2,2,2,1,1,0.5662841671376824,0.9947420515986224
3319-DWOEP,1,1,1,0,-1.0738427650786138,1,0,1,0,0,2,0,2,2,0,1,2,1.0299255301840309,-0.752651134156044
9514-JDSKI,1,1,1,0,-1.2774445836787656,0,1,0,0,2,0,0,2,0,0,0,2,-0.8163309370005319,-0.9880442803825703
7432-FFVAR,0,0,1,1,0.5549717837226001,1,0,1,0,0,2,2,0,2,1,0,0,0.8703930181680831,0.863335719289428
4329-YPDDQ,1,0,0,0,-0.5037576729981889,1,0,1,2,2,2,2,2,2,0,1,0,1.4437129832253957,-0.03354503596107385
2860-RANUS,0,1,0,0,-0.5037576729981889,1,2,1,0,0,0,0,0,2,0,1,1,0.6992279271509723,-0.24363634180508423
8696-JKZNU,0,1,0,0,0.18848851024232702,1,2,1,0,0,0,0,0,0,0,1,2,0.3818247001192428,0.2478634886768979
1089-XZWHH,0,0,1,1,-0.3408762181180675,1,0,2,1,1,1,1,1,1,2,1,3,-1.4976677070686424,-0.7878134127695838
4831-EOBFE,1,0,1,1,-0.13727439951791576,1,0,1,2,0,0,0,2,2,0,0,1,0.9933659961803764,0.1629798951355547
4423-YLHDV,0,0,1,0,-0.46303730927815856,1,2,1,2,0,2,0,2,2,0,1,0,1.3174164112127704,-0.03506711703029224
5449-FIBXJ,1,0,1,1,-0.5444780367182193,1,2,1,0,0,2,2,2,2,0,0,2,1.2808568772091153,-0.11781097341635724
8144-DGHXP,0,0,0,0,0.880734693482843,1,0,0,2,0,2,2,2,2,2,0,2,0.5264010391336954,0.8912846571836278
6598-RFFVI,1,0,0,0,-1.2367242199587352,1,0,2,1,1,1,1,1,1,1,0,1,-1.5109620830699715,-0.9932943571140773
3096-JRDSO,0,1,1,0,-0.21871512695797646,1,2,1,2,0,0,2,2,2,0,1,0,1.3140928172124378,0.25942248114458594
5862-BRIXZ,1,0,0,0,0.5549717837226001,0,1,0,2,0,2,2,2,2,2,1,0,-0.13333236993225536,0.27073882300703633
1057-FOGLZ,0,0,0,0,-0.5851984004382496,1,0,2,1,1,1,1,1,1,0,0,3,-1.4993295040688086,-0.8329684844897317
9371-BITHB,0,0,1,1,0.7992939660427822,1,0,2,1,1,1,1,1,1,2,0,3,-1.4926823160681442,-0.5334935193345148
4580-TMHJU,0,0,1,1,0.43281069256250915,1,0,0,0,0,0,0,2,0,0,0,2,-0.28621769394753876,0.09686863478123939
0178-CIIKR,0,0,0,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,0,0,3,-1.4893587220678117,-0.9801912244312402
9348-YVOMK,1,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,0,0,1,1,-0.6634456129852487,-0.9280434034510595
8417-FMLZI,1,0,1,1,-1.0738427650786138,1,0,1,0,2,0,0,0,2,0,1,1,0.6244470621434968,-0.7950929309267156
6851-WEFYX,1,1,1,0,0.10704778280226633,1,2,1,0,0,2,0,2,2,0,1,2,1.1977670272008092,0.5107864490249407
8181-YHCMF,0,0,1,1,1.4508197855632678,0,1,0,0,2,2,2,2,2,2,0,1,-0.14828854293375057,0.807040778874275
7548-SEPYI,0,0,0,0,-1.1145631287986442,1,0,1,0,2,0,0,2,2,0,1,2,1.0465435001856922,-0.7796956470670853
0374-IOEGQ,0,0,0,0,-1.1960038562387048,1,0,0,0,0,0,0,0,0,0,0,2,-0.6700928009859131,-0.9516466895969112
0581-BXBUB,0,1,0,0,-1.1552834925186746,1,0,1,0,2,0,0,0,0,0,0,2,0.2654989101076142,-0.8655939613212408
9350-ZXYJC,0,0,0,0,-1.1552834925186746,1,2,2,1,1,1,1,1,1,2,1,1,-1.3115464430500368,-0.954183491378942
8642-GVWRF,0,0,1,0,-1.2367242199587352,1,0,1,0,2,2,0,0,0,0,0,0,0.4964886931307054,-0.9329846521395369
2931-SVLTV,1,0,1,1,0.3106496014024181,1,2,1,2,2,0,2,2,2,0,1,1,1.506861269231708,0.9659107478671946
5183-SNMJQ,1,0,0,0,-0.9109613101984924,1,0,1,0,0,0,2,2,2,0,1,1,1.0083221691818711,-0.6241124908178407
7278-CKDNC,1,1,0,0,-0.3408762181180675,1,2,1,0,2,0,0,0,0,0,1,2,0.5230774451333633,-0.08439136733134307
8024-XNAFQ,0,1,0,0,1.6137012404433893,1,2,1,2,2,2,2,0,2,2,1,0,1.4171242312227377,2.4128363068997625
5480-TBGPH,0,0,1,0,-0.3408762181180675,1,0,1,0,2,2,0,2,2,0,1,1,1.1479131171958254,0.0668902554614146
7301-ABVAD,0,0,0,0,1.6137012404433893,1,2,0,0,2,2,2,2,2,2,0,0,0.7258166791536301,1.7959522909476673
4678-DVQEO,0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,2,0,0,0,1,2,-0.4174996569606623,-0.9827500853592017
9415-DPEWS,0,0,0,0,-0.5851984004382496,1,2,1,0,0,0,2,2,0,0,1,2,0.7839795741594444,-0.2825486752268434
3748-FVMZZ,1,0,0,0,-1.1552834925186746,0,1,0,0,0,0,2,0,2,0,1,2,-0.8213163280010305,-0.9341096685820027
5281-BUZGT,1,1,0,0,0.14776814652229667,1,2,1,2,0,0,0,2,0,0,1,2,0.8670694241677506,0.40013777303653697
5879-SESNB,0,0,0,0,-0.8702409464784621,1,2,1,0,0,0,0,0,0,0,0,2,0.3485887601159204,-0.6137226330844797
1820-TQVEV,1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.15914390209698223,-0.9750955617212478
9003-CPATH,1,0,0,0,0.3920903288424788,1,2,1,0,0,2,0,0,0,0,0,2,0.50313588113137,0.4560356488249372
1268-ASBGA,0,1,1,0,-0.6666391278783103,1,2,1,0,0,0,0,0,2,0,1,1,0.684271754149477,-0.3990871431787446
6655-LHBYW,1,0,0,0,0.7178532386027215,1,2,1,2,2,2,2,2,2,1,0,1,1.6481140142458286,1.5491545662749682
9227-LUNBG,0,0,0,0,-1.2774445836787656,0,1,0,0,0,0,0,0,0,0,0,2,-1.3348116010523623,-0.9949267339129494
9418-RUKPH,0,0,1,1,0.22920887396235737,1,0,2,1,1,1,1,1,1,2,1,3,-1.4893587220678117,-0.6720690740711878
0537-QYZZN,1,1,1,1,-0.3408762181180675,1,2,1,2,0,0,0,0,0,0,1,2,0.5014740841312035,-0.18617226665560424
8734-FNWVH,1,0,1,1,-0.055833672077855064,1,2,0,0,0,0,0,0,2,0,0,0,-0.16823010693574386,-0.20040041578090736
4801-KFYKL,1,0,0,1,-0.9924020376385531,1,0,2,1,1,1,1,1,1,0,0,0,-1.505976692069473,-0.9355435130674984
8327-LZKAS,0,1,1,0,0.43281069256250915,1,2,1,0,0,2,2,2,2,1,1,2,1.422109622223236,0.9944994009933846
4188-PCPIG,0,0,1,0,1.002895784642934,1,0,0,2,2,0,2,2,0,2,1,1,0.1857326540996401,0.8139452915505848
1843-TLSGD,0,0,1,1,-0.7888002190384014,1,0,2,1,1,1,1,1,1,2,0,3,-1.4594463760648215,-0.8856236658263187
6906-MPARY,1,0,0,0,0.3106496014024181,1,0,1,0,2,0,2,0,2,1,1,1,0.8255244991635975,0.5331323638527423
6082-OQFBA,1,0,1,1,-0.38159658183809786,1,0,2,1,1,1,1,1,1,1,0,3,-1.4993295040688086,-0.8130270165683767
3544-FBCAS,0,0,1,1,1.6137012404433893,1,2,0,2,2,2,0,2,2,2,1,1,0.6261088591436628,1.6233615331858513
8034-RYTVV,0,0,0,0,0.9214550572028734,1,2,1,2,0,2,0,0,0,1,1,1,0.6477122201458225,1.019183585289841
7130-YXBRO,1,0,1,0,0.6364125111626608,1,2,1,2,2,2,0,2,2,0,1,0,1.5517297882361936,1.3391514970146805
1157-BQCUW,1,0,0,0,-1.2774445836787656,1,2,1,0,0,0,0,0,0,0,1,2,0.3386179781149237,-0.9727131739607321
9445-SZLCH,0,0,1,1,0.14776814652229667,1,2,1,0,2,2,0,2,0,0,1,0,1.0831030341893466,0.5197865805646673
1399-UBQIU,1,0,0,0,-0.8702409464784621,1,0,0,0,0,2,0,2,2,0,1,2,0.15249671409631763,-0.6915472999279981
4912-PIGUY,0,0,0,0,-1.2774445836787656,1,2,1,0,0,0,0,2,0,0,1,2,0.6593447991469852,-0.9684557587961065
1323-OOEPC,0,0,1,0,0.8400143297628127,1,2,1,0,2,0,0,2,2,0,1,1,1.1180007711928355,1.2660916056921938
3181-VTHOE,1,0,1,0,1.5322605130033284,0,1,0,0,2,2,2,0,2,1,1,0,-0.45572098796448335,0.5979862528890076
8272-ONJLV,1,0,0,0,-0.8295205827584317,1,0,1,0,0,2,0,2,2,1,0,2,1.0282637331838649,-0.48341925807182023
3647-GMGDH,1,0,1,0,-0.4223169455581282,1,0,1,0,0,2,0,2,2,0,1,1,0.9950277931805424,-0.16095866285681126
1303-SRDOK,0,0,1,1,0.9214550572028734,1,0,1,0,0,0,0,0,0,2,1,1,0.142525932095321,0.6895096493554922
7361-YPXFS,0,1,0,0,-0.1779947632379461,1,2,0,0,2,2,2,0,0,0,0,0,-0.010359391919962149,-0.1818266149072559
3359-DSRKA,0,0,1,1,1.0436161483629645,1,0,2,1,1,1,1,1,1,2,1,3,-1.4926823160681442,-0.4945150084749636
6746-WAUWT,1,0,0,0,-0.5444780367182193,1,0,2,1,1,1,1,1,1,1,1,1,-1.4976677070686424,-0.8352626356665248
4659-NZRUF,0,0,0,0,-0.5444780367182193,1,2,1,2,2,0,0,0,2,0,1,2,1.0099839661820376,-0.21639329658066667
9518-IMLHK,1,0,0,0,-0.055833672077855064,1,0,0,2,2,2,2,2,0,0,1,0,0.25552812810661757,-0.054479165449310425
3374-LXDEV,0,0,0,0,-0.7888002190384014,1,2,1,0,2,2,2,0,0,0,0,2,0.8188773111629334,-0.5062063558182359
5356-RHIPP,1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,1,3,-1.481049737066981,-0.9968679387548512
1122-JWTJW,1,0,1,1,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,3,0.19570343610063723,-0.9746102605107724
0650-BWOZN,0,1,0,0,-0.5851984004382496,1,0,1,0,2,0,0,0,0,0,1,2,0.2920876621102721,-0.4060137150009852
5546-QUERU,1,0,0,0,-0.7888002190384014,1,0,2,1,1,1,1,1,1,1,1,3,-1.4893587220678117,-0.8923958236270443
8610-ZIKJJ,0,0,1,1,-1.2367242199587352,1,0,2,1,1,1,1,1,1,1,0,3,-1.477726143066649,-0.9917060986070668
8590-YFFQO,1,0,1,0,1.5322605130033284,1,0,0,2,2,2,2,0,0,2,0,1,0.006258578081699082,0.9898008029101452
2428-HYUNX,1,1,1,0,0.47353105628253944,1,0,2,1,1,1,1,1,1,2,1,1,-1.5093002860698053,-0.6319876059151014
7219-TLZHO,0,0,1,1,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,3,-1.4594463760648215,-0.9780294281300312
2649-HWLYB,1,0,1,0,1.3286586944031769,1,2,0,2,0,2,2,0,2,2,0,0,0.37850110611891075,1.1690534227430336
8065-QBYTO,0,1,0,0,1.5729808767233588,1,2,1,2,2,0,2,2,0,1,1,1,1.1595456961969886,2.1624650005862893
8259-DZLIZ,0,0,1,1,1.2879383306831464,1,2,0,0,2,0,0,0,0,1,1,0,-0.3626603559551803,0.4941759121391217
3348-CFRNX,0,0,1,0,-0.1779947632379461,1,0,1,2,0,0,0,2,2,0,1,3,0.9169233341727343,0.1425751851496549
8245-UMPYT,0,1,0,0,-0.6666391278783103,1,2,1,0,0,0,0,2,2,0,1,2,1.0515288911861906,-0.3081814027983197
1555-DJEQW,0,0,1,1,1.5322605130033284,1,2,1,2,2,2,2,2,2,2,1,0,1.6431286232453304,2.401872911372203
7776-QGYJC,0,0,1,1,0.26992923768238775,1,0,1,0,0,2,2,0,0,0,1,0,0.5563133851366857,0.3651078492985816
2828-SLQPF,1,0,0,0,-0.5444780367182193,1,0,0,0,0,0,0,0,0,0,1,0,-0.6567984249845842,-0.6237816036288801
3170-GWYKC,0,0,0,0,1.125056875803025,1,0,1,2,0,2,2,2,2,0,1,0,1.3356961782145975,1.7457677339553193
1710-RCXUS,1,0,1,0,0.758573602322752,1,2,1,0,2,0,0,0,2,1,1,1,0.8504514541660894,1.030080803379608
2673-CXQEU,0,1,0,0,0.9621754209229036,1,2,1,2,2,2,0,2,2,1,0,2,1.5201556452330371,1.702862695120103
3838-OZURD,1,0,1,0,1.369379058123207,1,2,1,0,2,2,0,2,2,0,1,1,1.3373579752147637,2.141288220492815
4859-ZSRDZ,0,0,1,1,1.0436161483629645,0,1,0,0,0,2,2,2,2,2,1,1,-0.3078210549496983,0.3914023512479789
5795-BKOYE,0,0,1,1,1.4915401492832983,1,0,0,0,2,2,2,0,0,1,0,0,-0.18817167093773737,0.8183791798826561
2851-MMUTZ,0,0,0,0,-0.21871512695797646,1,0,0,0,2,0,2,0,0,0,1,3,-0.28621769394753876,-0.3707631998037227
9752-ZNQUT,0,0,0,0,-1.2774445836787656,1,0,0,0,2,0,0,0,0,0,1,2,-0.5371490409726233,-0.9843383438662122
6972-SNKKW,0,0,0,0,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,3,-1.4876969250676457,-0.9576026589982009
1329-VHWNP,0,0,0,0,-1.0331224013585834,0,1,0,0,0,0,0,0,0,0,0,0,-1.3198554280508674,-0.9219771383201164
3999-QGRJH,1,1,0,0,-0.9924020376385531,1,0,1,0,0,0,0,0,0,0,1,2,0.16412929309748078,-0.7583423938061653
3466-BYAVD,1,0,1,1,-0.7073594915983407,1,0,0,0,2,2,2,0,2,0,1,3,0.1574821050968162,-0.5330964547077621
4568-TTZRT,1,0,0,0,-0.9516816739185228,1,0,2,1,1,1,1,1,1,0,0,3,-1.4744025490663168,-0.9255727791068207
4672-FOTSD,1,0,0,0,-0.8295205827584317,1,2,0,2,2,0,2,0,0,0,1,2,0.08270124008934066,-0.6385832905483815
8851-RAGOV,0,0,1,0,-0.30015585439803716,1,0,0,2,2,0,2,0,2,0,1,3,0.2089978121019659,-0.19501798417381594
0256-LTHVJ,0,0,1,1,-0.1779947632379461,1,0,1,0,0,0,0,0,2,0,1,2,0.5413572121351905,-0.02322135566550505
5278-PNYOX,0,0,0,0,0.6771328748826912,1,0,1,0,0,2,2,2,2,2,0,1,1.1927816362003112,1.1638474643033878
3132-TVFDZ,1,1,1,0,1.002895784642934,0,1,0,0,0,0,0,2,2,0,1,2,-0.6617838159850825,0.129361756737164
6924-TDGMT,1,0,1,0,-0.8702409464784621,1,0,2,1,1,1,1,1,1,1,1,3,-1.4694171580658184,-0.9241830529131866
2824-MYYBN,0,0,1,1,0.18848851024232702,1,2,1,0,0,0,0,2,2,0,1,2,1.0133075601823696,0.4563665360138977
4289-DTDKW,1,0,1,0,0.3106496014024181,1,2,1,0,2,0,0,2,2,0,1,2,1.2143849972024705,0.8088496288405929
0017-DINOC,1,0,0,0,0.880734693482843,0,1,0,2,0,0,2,2,0,2,0,1,-0.6501512369839195,0.07977279668494497
4536-PLEQY,1,0,1,0,-0.8295205827584317,1,0,1,0,2,0,0,0,2,0,1,1,0.6743009721484804,-0.5646851516805281
6402-EJMWF,1,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,2,0,1,3,-0.31446824295036285,-0.9005577076214042
